Pseudo,Title,Review,Rating,Verified Purchase,Date,Score,Compound,Sentiment,New rating,New date,Country
Jose Guerra,love newrefurbished macbook pro ,first want say thank regan outstanding customer service support felt uneasy ordering magnitude use yet refurbished regan assistance made order process easy know reach seller real person professional willing help wait worriesthe macbook pro delivered faster estimate days earlier idea use squeaky clean absolutely marks scratches operating system fast date touch bar easier use think battery listed advertisement section truly nothing negative say thrilled worth penny,4.1 out of 5 stars,Yes,"Reviewed in the United States on March 1, 2020","{'neg': 0.045, 'neu': 0.753, 'pos': 0.203, 'compound': 0.9785}",0.9785,positive,4.1,2020-01-03,United States
Amazon Customer,happy take chance,skeptical purchase renewed macbook amazon mixed reviews werent helping keep mind return policy amazon sellers outstanding take chance im glad mint condition keys work perfectly bar top scratches imperfections smudge marks screen fingers thing battery life use macbook work editing dont leave home isnt problem keep plugged,5.0 out of 5 stars,Yes,"Reviewed in the United States on July 28, 2020","{'neg': 0.045, 'neu': 0.717, 'pos': 0.238, 'compound': 0.9774}",0.9774,positive,5.0,2020-07-28,United States
M.Z.,wonderful,wonderful product usual wonderful service ask,1.0 out of 5 stars,Yes,"Reviewed in the United States on May 13, 2020","{'neg': 0.0, 'neu': 0.598, 'pos': 0.402, 'compound': 0.8126}",0.8126,positive,1.0,2020-05-13,United States
Luis Medina,overall happy purchase,seller gave great service shipping change request requested replacement charger due originally shipped not working overall happy purchasethe macbook pro seems good new works like youd expect macbook pro complaint software wasnt updated slight pain connected internet due long story playing around work update issuesnot huge deal say biggest feedback keep renewed devices date processes allow itd make easier customerslike say though hiccup im happy overall purchase price good specs,5.0 out of 5 stars,Yes,"Reviewed in the United States on March 26, 2021","{'neg': 0.036, 'neu': 0.799, 'pos': 0.164, 'compound': 0.9705}",0.9705,positive,5.0,2021-03-26,United States
Luis Medina,better expected,arrive want return dent top right corner ive use month decided keep quality far dont issue almost months use ,5.0 out of 5 stars,Yes,"Reviewed in the United States on August 29, 2019","{'neg': 0.0, 'neu': 0.953, 'pos': 0.047, 'compound': 0.3753}",0.3753,positive,5.0,2019-08-29,United States
John R.,company joke made comedy central apple store,media not loaded apple store dont bother low rate impersonation garage sale electronics company find higher quality rummage sale kidding call questions hotline refer applemy macbook pro black screen fresh box day guarantee foot cant thorough much check make sure apple logo shows powered shouldnt buy paper clips company defective kiss worse not delete comment worked waste time company,5.0 out of 5 stars,Yes,"Reviewed in the United States on February 7, 2021","{'neg': 0.089, 'neu': 0.828, 'pos': 0.083, 'compound': -0.1926}",-0.1926,negative,5.0,2021-07-02,United States
Matthew F.,super happy purchase,surprised today like week early awesome first impressions weren great wasn shipped oem box like reviews say secure packaging examining inch defects find couple super small blemishes practically immaculate super happy purchase far battery cycles think good not super familiar macbooks update anything changes,5.0 out of 5 stars,Yes,"Reviewed in the United States on March 25, 2022","{'neg': 0.087, 'neu': 0.633, 'pos': 0.28, 'compound': 0.9677}",0.9677,positive,5.0,2022-03-25,United States
Don,great,help work purchased price new battery life great scratches screen looked clean charger break company happily sent new questions ask small downside sometimes keyboard keys stick push unstick not really deal buy next company,5.0 out of 5 stars,Yes,"Reviewed in the United States on October 14, 2021","{'neg': 0.108, 'neu': 0.807, 'pos': 0.084, 'compound': 0.4365}",0.4365,positive,5.0,2021-10-14,United States
OBryan,great come almost brand new,received around since use almost daily mostly weekends work hours use mostly personal matters browsing watch youtube pay bills etc also use software development purpose far find issue,5.0 out of 5 stars,Yes,"Reviewed in the United States on August 7, 2020","{'neg': 0.041, 'neu': 0.938, 'pos': 0.021, 'compound': -0.2732}",-0.2732,negative,5.0,2020-07-08,United States
Amazon Customer,wow like new,macbook pro incredible looks brand new works like dream believe second hand kudos vendor arrive packed clean organized highly recommend,1.0 out of 5 stars,Yes,"Reviewed in the United States on May 19, 2022","{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.9583}",0.9583,positive,1.0,2022-05-19,United States
Jose Guerra,value money,little uncertain still pulled trigger refurb manily affordability machine received close new noticable cosmetic imperfectionsi updated mac os monterey works spectacularly battery see better days didn expect new still hrs juice decentit certainly value money,4.1 out of 5 stars,Yes,"Reviewed in the United States on March 1, 2020","{'neg': 0.016, 'neu': 0.869, 'pos': 0.115, 'compound': 0.8717}",0.8717,positive,4.1,2020-01-03,United States
Amazon Customer,great refurb,good quality refurbished clean imperfections operates think batter doesnt long expected great,5.0 out of 5 stars,Yes,"Reviewed in the United States on July 28, 2020","{'neg': 0.053, 'neu': 0.645, 'pos': 0.303, 'compound': 0.8879}",0.8879,positive,5.0,2020-07-28,United States
Barry Juma,great performance,overall great price use month say runs smoothly software developer use work personal projects do great run multiple application servers dbs etc performs minor negative battery life subpar use overall ,1.0 out of 5 stars,Yes,"Reviewed in the United States on July 1, 2022","{'neg': 0.029, 'neu': 0.887, 'pos': 0.084, 'compound': 0.5341}",0.5341,positive,1.0,2022-01-07,United States
Amazon Customer,practically perfect,im not doubting reviewers say problems order impressed received packaged beautifully ensure damage route macbook perfect couldnt believe renewed item youre purchasing group say base experience wont disappointed,5.0 out of 5 stars,Yes,"Reviewed in the United States on February 8, 2022","{'neg': 0.02, 'neu': 0.691, 'pos': 0.289, 'compound': 0.9788}",0.9788,positive,5.0,2022-08-02,United States
Yuri Felicio,perfect,aspect refurbished macbook pro perfect charger apple charger not scratch keys work perfectly new appearances operation best savings deal made,5.0 out of 5 stars,Yes,"Reviewed in the United States on September 14, 2021","{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.9201}",0.9201,positive,5.0,2021-09-14,United States
heather,muy buen producto muy bajo precio,puedo decir estado computadora perfecto casi nuevo hay acercarse mucho notar algunos pequeños rasguños pero trabajar ella siente perfectamente como si estuviese trabajando equipo nuevo perfecta compra buen precio muy recomendado tengan miles dólares super macbook pro nueva este buscando monstruo trabajo menos mitad precio,5.0 out of 5 stars,Yes,"Reviewed in the United States on December 17, 2020","{'neg': 0.027, 'neu': 0.866, 'pos': 0.106, 'compound': 0.7506}",0.7506,positive,5.0,2020-12-17,United States
Alex Steele,apple always quality,love mac products spendy purchase definitely worth penny touch bar reviews gave bad wrap like use actually prefer regular buttons upgraded drive awesome,5.0 out of 5 stars,Yes,"Reviewed in the United States on May 2, 2020","{'neg': 0.098, 'neu': 0.633, 'pos': 0.269, 'compound': 0.9011}",0.9011,positive,5.0,2020-02-05,United States
GenS,great minor issues,first internally correct exactly ordered battery still fairly good cycle count runs like brand new come brand new apple charger not expecting regards external part definitely weartearscratches though product description says looks like new ok wear tear still great deal particular model vs sites pretty significant deep scratch underneath screen next macbook pro logo theres chunkdent leave side base scratch back personally fine issues awesome deal dont expect model come external grade condition overall im happy purchase,5.0 out of 5 stars,Yes,"Reviewed in the United States on July 14, 2021","{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.9581}",0.9581,positive,5.0,2021-07-14,United States
Jacob,great product,great product looks like new arrive promptly come incorrect cord reached responded new cord arrive purchase,5.0 out of 5 stars,Yes,"Reviewed in the United States on July 18, 2019","{'neg': 0.0, 'neu': 0.836, 'pos': 0.164, 'compound': 0.5994}",0.5994,positive,5.0,2019-07-18,United States
Jose Guerra,piece junk looks like good deal,buy wife need something cpu basic gpu power computing small video editing streaming worst piece junk displeasure buy start faulty motherboard ports work side due likely throw box declared good instead actual circuit check battery power nonexistent easy processes like surfing web wifi adapter also garbage mpbs dollar windows screen advertised retina display not look like junk compare dollar windows dell vaunted powerbar feature quit working within month charging slow multiple chargers not hold chargecontacted seller responsemore importantly mish mash amd intel components not buy machine want sort satisfying experience not buy machine want working weeks not buy machine looks like deal apple faulty engineering non existent refurbishment come better setting fire dollars buyer beware dealworst buy,4.1 out of 5 stars,Yes,"Reviewed in the United States on March 1, 2020","{'neg': 0.061, 'neu': 0.849, 'pos': 0.09, 'compound': 0.7457}",0.7457,positive,4.1,2020-01-03,United States
Amazon Customer,like new,refurbished mac arrive like new condition not issues butterfly keyboard model upgraded upcoming macos version ventura,5.0 out of 5 stars,Yes,"Reviewed in the United States on July 28, 2020","{'neg': 0.0, 'neu': 0.918, 'pos': 0.082, 'compound': 0.3612}",0.3612,positive,5.0,2020-07-28,United States
Brett Nelson, version,far good small signs wear frame working good update new review start usin school touch bar,1.0 out of 5 stars,Yes,"Reviewed in the United States on June 13, 2020","{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.7495}",0.7495,positive,1.0,2020-06-13,United States
